Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
A Sailboat In The Moonlight,Billie Holiday & Her Orchestra,1992,nan,170.78812,120.438
All I Can Give,Donnie Brooks,2001,nan,105.482,149.406
All Night Long,Muddy Waters,1991,0.301681757,236.64281,65.151
Anxiety,Bleeding Hearts,2005,nan,286.53669,142.307
Aural 512,Robert Hood,2003,0.345802234,424.61995,60.011
All That Remains,Fozzy,2005,0.544750913,273.52771,90.029
Ain't Nothin' You Can Do,Andrew Strong,1993,nan,229.90322,117.663
Ain't Life Grand?,Joyce Cooling,1999,0.375984302,267.59791,111.987
Airplane Girl,KJ Sawka,2009,0.304169503,286.56281,103.242
A Deeper Love,CLIVILLES & COLE,1992,nan,279.61424,122.485
A Strange Kind Of Happyness,The Buff Medways,2002,nan,128.49587,143.406
At the Door to the Tenth Sub Level of Suicide,Leviathan,2003,nan,902.55628,140.615
All In One,Bob Marley & The Wailers,1993,nan,212.87138,183.864
All The Things She Said,DJ Gollum feat. Scarlet,2008,nan,341.89016,140.19
A Little More,Shawn McDonald,2006,0.535472511,240.8224,163.966
A Baby For Free,Neutral Milk Hotel,1996,0.705539504,81.18812,104.162
A Distant Pond From The Rivers Of Human Limelight,The Abominable Iron Sloth,2006,0.60211999,259.05587,206.038
Astronaut (Album Version),Wintersleep,2007,nan,137.56036,141.92
Astroboy,Zombina & The Skeletones,2005,0.505487343,112.79628,94.158
Adventure,The Balancing Act,1988,nan,239.3073,94.33
Anywhere I Wander,Tony Bennett,2003,0.239629098,167.99302,84.699
An Adult Tree,Haste The Day,2008,0.702959983,309.65506,136.015
A Great Height,Absynthe Minded,2007,0.48306456,396.09424,125.618
A Living Ken And Barbie,The Orchids,1994,0.436659751,396.32934,117.544
Au Bout Des Rêves,Booba / Rudy / Trade Union,2006,0.577509984,264.80281,87.961
Ainsi Parfois,Dominique A,1995,0.355285536,176.92689,104.787
All That Wine Is Gone,Big Jay McNeely,1997,nan,175.82975,127.533
At The Sound Of The Demon Bell (Album Version),Mercyful Fate,1983,nan,323.70893,149.881
Action in Memphis,Johnny Pearson,2009,0.460484845,130.45506,98.104
All In The Run Of A Day,Barry White,1983,nan,166.81751,106.108
Autumn,Sparks The Rescue,2009,0.758183028,208.69179,175.076
An Cat Dubh,The Bravery,2005,0.360370583,156.55138,130.019
And Then The Rain,True West,1984,nan,228.20526,120.734
Ancient Evenings,Glass Tiger,1986,0.265861049,295.3922,123.994
Ästhetik,Dieter Nuhr,2001,0.447135796,76.53832,140.387
Ashes Of Mt. Augustine,Rhonda Vincent,2006,0.443291312,209.31873,134.129
Alegria da Cidade,Margareth Menezes,1990,0.394394856,313.57342,122.58
Auweia,Illegal 2001,1994,nan,53.10649,140.258
Ariel (Love Theme),Scott Glasgow,2007,nan,145.29261,107.753
Anna Rose,Vienna Teng,2004,0.565741508,185.23383,120.458
Age Of Loneliness (Enigmatic Club Mix),Enigma,1994,nan,381.88363,128.022
AM Tilts,The Matches,2008,0.531612769,227.47383,139.974
Abre Tus Ojos,Luis Enrique,2010,0.57010593,229.27628,209.881
Ambrosia,Alesana,2006,0.86047067,185.33832,115.406
Amanda,Lets Get Out Of This Terrible Sandwich Shop,2006,nan,69.61587,130.966
All You Have To Do (Digital Album Version),JET,2006,0.695469312,279.27465,220.624
A OK,Boy Kill Boy,2008,0.521321041,253.12608,144.49
Age Concern,Department S,2005,0.334706549,151.45751,127.055
Armageddon (Album Version),Emarosa,2007,0.64955514,195.57832,99.039
Ask Me,Freshlyground / Freshlyground,2007,nan,263.05261,101.034
Aria Di Vita,Giusy Ferreri,2008,0.472277478,200.95955,110.163
Always Like This,Bombay Bicycle Club,2009,0.912570355,245.75955,98.06
Ader,PeterLicht,2003,0.504034341,312.18893,136.974
Approaching Skyline,Outputmessage,2006,nan,301.08689,120.011
Amour Jamais,Vanessa Paradis,1990,0.449940204,264.61995,116.067
Araba 2004,Mustafa Sandal,2004,0.460484845,288.44363,125.045
Aka no kyoshoku,Kagerou,2006,nan,216.63302,93.338
Apologize,De-Grees vs. The Real Booty Babes,2008,nan,208.50893,140.041
A Vizinha Do Lado (The Next Door Neighbor),Eliane Elias,2006,0.49271364,183.95383,113.896
A la dérive,Dumas,2006,0.459157901,241.57995,119.684
Aranjuez (Mon Amour),Herb Alpert,1979,0,402.25914,128.064
All I Need,Bethany Dillon,2004,0.638462226,195.81342,101.999
A Modo Mio,Negrita,1997,0.490904201,234.13506,142.358
All This Time (Pick-Me-Up Song),Maria Mena,2008,0.780047545,196.8322,132.822
Ancient Wing,Kerry Livgren,1992,nan,264.14975,112.111
azougue,Nação Zumbi,2000,nan,260.8322,105.996
Anarchy,Shizuo,1995,nan,202.63138,194.921
Asfaltti polttaa,Tehosekoitin,1999,0.766355981,218.46159,128.882
All Kindsa Girls,The Real Kids,1977,nan,297.01179,161.291
Alien Boy,Stephen Malkmus,2001,0.408110884,223.86893,158.719
At The Woodchoppers Ball,Ten Years After,1967,0.215080319,464.71791,93.6
Alcohol (2002 Digital Remaster),The Special AKA,1984,nan,300.90404,124.94
After All This Time,4ft Fingers,2008,0.288481643,177.13587,191.646
Ain't Nobody's Business,Jimmy Witherspoon,1960,0,166.66077,93.461
Anything Like Me,Brad Paisley,2009,0.837382732,253.70077,164.922
All That Glitters Isn't Gold,Martha & The Vandellas,2005,nan,141.00853,99.501
A Picture Postcard,Joan Of Arc,2006,0.360370583,197.98159,87.407
And There Was You,Trace Adkins,2001,0.439525605,218.98404,93.885
Apologize,Redrama,2009,nan,209.8673,117.958
ARAH,Sheila On 7,2008,0.439525605,237.21751,95.005
Apple Glazed Vase,Maher Shahal Hash Baz,2003,0.427582886,54.36036,97.434
Almost There,Gare du Nord,2009,0.503752061,211.43465,119.971
Aufstand,Subway To Sally,1999,0.551921515,314.46159,143.942
Arc,Jan Garbarek_ Bill Frisell_ Eberhard Weber_ Jon Christensen,1987,0.381363326,305.44934,210.388
A Biddy Ditty,Tommy Flanagan,1987,0,526.70649,187.074
Above Breath,Scot Ray Quintet,2003,0,344.73751,74.789
Afternoon,Quadro Nuevo,2006,0.419674279,91.11465,50.39
Agata spider,Dissociactive,2005,nan,419.91791,139.98
Aynotchesh Yererfu,The Budos Band,2005,0.589637891,193.14893,208.352
Algo mejor,Fabiana Cantilo,1991,0.376169925,222.1971,95.765
All About The Love - Acoustic,Sister Hazel,2005,0,171.93751,156.021
A Barrel Tapped at Both Ends,The Morning Of,2005,0.450762242,219.11465,166.939
alkaloid showcase,Matenrou Opera,2007,nan,250.122,207.974
Arrest Me 'Til It Hurts,Deportees,2005,0.523787363,258.84689,93.442
Alicia,Ismael Serrano,2005,0.407233015,151.562,162.046
A Texas Sunday,Too Much Joy,1999,nan,236.79955,86.11
And The Wind Blows Down The Clouds,Garden Of Delight,1991,0.323112121,324.5971,97.021
Asuntos Internos,Telefunka,2006,0.449940204,289.20118,130.035
A La Droite De Dieu,Eths,2000,0.482106104,191.7122,80.575
Ahmea,Flutlicht,2000,nan,362.16118,140.965
A Gatas,Gloria Trevi,1994,0.503381236,217.88689,89.678
Asignatura Pendiente,Ricky Martin,2003,0.601686244,236.14649,115.97
Amor al vino,Celtas Cortos,2008,0.43483809,212.37506,135.96
A Quick Sketch,Herbie Hancock,1982,0.38293509,988.23791,84.752
Around The World,The Weavers,1971,0.215080319,177.21424,149.963
A Bigger Splash,Fugu,2005,0.508707325,209.13587,130.088
Ask Me About Pittsburgh,The Asteroid No. 4,2006,nan,282.98404,138.048
A Flor E O Espinho/ Juizo Final,Luciana Souza,2005,0,285.17832,91.967
Alles doet 't nog,Doe Maar,2000,0.43483809,207.62077,149.879
Angels,Elvira Nikolaisen,2008,0.215080319,245.75955,104.524
Ataque de Nicotina,Voodoo Glow Skulls,1996,0.57852102,142.00118,137.382
As Guilty As You,Pretty Maids,2006,nan,219.16689,73.071
Aquel Encuentro,Los Chiches Vallenatos,2003,nan,333.94893,141.866
Atlantida,Alexander Popov featuring Syntigma,2008,nan,439.17016,136.962
A Shallow Light,Dismantled,2004,0.413752422,344.73751,150.027
Any Flavour But Vanilla,Dirty Beatniks,2000,nan,316.57751,115.089
A Little Too Much,Bobby Taylor,2006,nan,274.96444,81.085
All The Way Down,Glen Hansard,2007,0.848323688,159.34649,138.738
A Blood Red Path,Jedi Mind Tricks,2006,0.600471581,55.7971,169.303
A Moral Dilemma For Our Times,Forever Einstein,1990,nan,236.01587,154.626
A Cielo Raso,Francisco Nixon y Ricardo Vicente,2010,0.447135796,173.97506,87.998
Angel Eyes,New Grass Revival,1989,0.439202489,270.0273,140.686
Aftermath,Pro-Pain,2004,0.569275651,176.01261,159.921
At Large,Passport,1985,0,287.89506,145.566
All About Housemusic,Yves Murasca,2008,nan,412.76036,0
Africa,Gigi D'Alessio,2004,nan,234.57914,112.009
Another Lonely Song,Tammy Wynette,1996,nan,178.12853,118.813
A Pep Talk To Myself,Fiona Apple,2006,0.386790177,124.96934,147.26
Area Codes,Ludacris / Nate Dogg,2001,0.883639197,302.99383,101.082
American Society (Album),L7,1990,0.544514002,232.88118,107.347
Aquellas Cosas Que Solíamos Hacer,Benito Kamelas,2005,0.504108255,310.07302,164.721
Afraid,Mötley Crüe,1997,nan,237.24363,123.999
Arcade Robot,Boys Noize,2007,0.674055472,254.48444,128.081
Agogo Mosse,Safri Duo / Clark Anderson,2003,0.460541281,272.03873,126.015
Anger and Apathy,As I Lay Dying,2010,0.697915933,265.56036,153.992
Autos Nuevos,El Cuarteto De Nos,2006,nan,252.682,89.013
Ai Ai Ai,Normaal,1980,nan,201.56036,167.374
Athens To Athens,Joe Bonamassa,2010,0.585116487,146.72934,106.067
Always Turn Away (2006 Remastered Album Version),Mark Eitzel,1996,0.430160637,266.97098,110.233
Addicted to You,Gregory Isaacs,1986,nan,278.77832,94.987
All I Need,Bethany Dillon,2004,nan,197.17179,100.02
Absorb Those Numbers,Marnie Stern,2007,0.681714189,200.80281,71.01
An American Dream,Film School,2009,0.585979766,342.41261,148.002
A Brain For The Seine - Original,Art Ensemble Of Chicago,2001,nan,1218.55955,57.795
Angry,Public Image Ltd,1987,0.62799001,253.1522,121.245
At a springe-wel,Mediaeval Baebes,2000,0.456949544,81.68444,57.475
Angel,Dave Eggar,2002,0.253834736,331.96363,95.376
Amar y Querer,KALIMBA,2009,0.478726288,352.522,82.951
Anything (Interlude) (Album Version),Carl Thomas,2000,0.525497119,97.41016,170.072
Armed Observation,Doctor Nerve,1997,nan,150.93506,110.77
A Billion Tons of Light,Vega4,2006,0.505487343,288.36526,157.932
A Likkle Supm Supm,Promoe,2004,0.628209021,266.55302,182.382
A plea for tenderness,Modern Lovers,1992,0.580590477,429.00853,126.77
Ai No Corrida (Original Radio Edit),Uniting Nations,2005,nan,190.51057,127.953
As The Rim Spins,Bubba Sparxxx,2006,0.569275651,179.59138,123.284
Ananada's Theme,Earthling,1995,nan,188.99546,92.095
Another Day,Remi Nicole,2009,0.304169503,148.40118,110.082
All That I Have Sown,Bebo Norman,2001,0.334706549,311.64036,117.167
Anything's Possible,Gary Chapman,1996,0.427446571,313.3122,144.01
Alea Larta Es,Tribe of Circle,2006,0,428.14649,168.956
A New Dawn,Steve Forte Rio,2007,0.579533225,493.89669,130.869
Arms Of A Stranger,12 Stones,2007,0.685315871,196.85832,169.611
Another White Dash,Butterfly Boucher,2004,0.646115393,200.75057,195.055
A Chicken Ain't Nothin' But A Bird,Cab Calloway,1994,nan,171.17995,160.676
An Ace Unable To Change,Songs:Ohia,1998,0.419125893,465.55383,140.796
A Long Fetch Over,The Balustrade Ensemble,2007,nan,295.94077,88.336
All The Way,Steve Tyrell,2006,0.334706549,220.44689,76.476
A Brand New Song,The New Seekers,1996,0,166.45179,78.767
Anything Is Mine,Godflesh,1994,0.392008771,379.03628,117.979
Amigo,Litfiba,1988,nan,200.07138,171.821
A Lovely Day,Beatfanatic,2007,nan,378.06975,116.018
Anytime Now,Syd Matters,2008,nan,239.22893,111.771
Ascentic,Aghast View,2003,0.215080319,326.81751,130.019
Ack Ack Ack Ack (Live),Urinals,1997,0.440793674,58.67057,63.389
Arms Like Boulders,The War On Drugs,2008,nan,329.32526,112.854
Anything That's Part Of You,Elvis Presley & The Jordanaires,1963,nan,124.52526,76.383
Award Tour,A Tribe Called Quest,1993,nan,226.79465,97.207
A Night Like This,The Cure,1985,nan,256.28689,121.924
Always Be My Baby,Crazy Cousinz,2009,0,393.06404,95.194
Allegiance,Firewind,2006,nan,297.87383,165.354
A Million Miles Away,Flamin' Groovies,2007,0.24602443,268.5122,160.798
A Caballo,Kinito Mendez,1998,nan,281.62567,158.009
Ash Wednesday (Album Version),Billy Bragg,2008,0,123.81995,84.014
And How,Wax Stag,2008,0.495133951,439.95383,122.011
A Tragédia,Rodrigo Leão,2000,nan,217.28608,91.194
Avarálom,The Moon and the Nightspirit,2007,0.539601749,279.30077,120.1
Ay Te Dejo En San Antonio,Los Lobos,1983,0.304169503,159.86893,128.425
Alone Together,Chet Baker,1987,nan,212.1922,41.889
A Me Me Piace O Blues (live),Pino Daniele,1993,0,379.16689,104.101
Angola_ LA & The 13th Amendment,Christian Scott,2010,0.67217736,520.30649,112.153
Anything_ Anything (I'll Give To You),Lucky Boys Confusion,2006,nan,181.89016,121.595
A Strange Way To Save The World,Jump5,2002,0.555509251,231.65342,141.772
All Hail the Panamanian Subversive,Thee Hydrogen Terrors,1996,0,126.53669,162.391
A Happy Accident,Princess One Point Five,2006,nan,93.64853,81.869
A Part Of Me,Union Square,2009,0.386477291,205.47873,112.484
After me_ The Flood,Armored Saint,2000,0.569275651,307.09506,157.215
Autumn Season,Jah Stitch,2000,nan,214.49098,125.366
Amongst The Ruins,Delerium,2000,0.584777931,624.79628,160.586
Amanda Is A Scalape,Jeffrey Lewis,2001,0.572602328,136.75057,86.389
Angels Don't Cry,The Psychedelic Furs,1986,0.494469709,309.10649,120.534
Ain't Nobody Gonna Take That From Me,Joe Nichols,2007,0.368698446,235.04934,148.829
A Garage Dayz Nite,Beatallica,2001,nan,112.77016,181.019
Amor Es Solo Amar,Monica Naranjo,1994,0.467991071,426.762,112.139
A Better Way?,Hundred Reasons,2006,0.467365631,124.18567,100.077
Annie's Other Song,John Denver,1975,nan,185.52118,163.264
'A Canzuncella,Alunni Del Sole,2005,nan,247.74485,108.028
Alaska And Me,John Denver,1988,0.345802234,164.70159,91.5
Ave María,David Bisbal,2002,nan,215.82322,131.985
A Sucker's Dream,The Alternate Routes,2009,0.407233015,179.61751,140.066
Allegro Non Molto (Winter - The Four Seasons Op 8 No 4),Vanessa-Mae,1998,nan,222.22322,144.152
Alteration,Scarve,2002,0.508801328,207.62077,125.765
Awakening,Morbid Angel,2000,0.639362634,81.47546,121.764
All's Well That Ends OK,Agent Blue,2005,nan,163.39546,137.742
Amor De Carnaval,Daniela Mercury / Gilberto Gil,2004,0,222.56281,188.03
All On A Summers Night,Grace Jones,1978,nan,253.25669,121.005
Autumn Leaves (Album Version),Eva Cassidy,1998,0,282.85342,74.281
Aeons,The Presets,2008,0.645240956,203.36281,140.076
Aire,Standstill,2006,0.554384121,156.83873,132.953
A Blues In Drag,The Glove,1983,0.574279877,192.1824,147.393
A Forest,The Cure,1980,nan,375.58812,160.096
Annie's Needle,Big Drill Car,1988,0,146.80771,130.61
Ain't It Better Like This,Monica Naranjo,2002,0.270775999,237.24363,120.003
Acid Tabla,Suns Of Arqa,1995,nan,455.00036,130.831
All Right Now,Paul Rogers,1996,0.704002235,387.34322,120.028
Abraça-me bem,Mafalda Veiga,2008,0.435940797,224.39138,90.983
Angel,Johnny Ace / The Beale Streeters,1995,0.265861049,179.04281,64.586
Abacus,Fionn Regan,2006,0.692486834,152.76363,156.189
Aloha,The Loch Ness Mouse,2002,nan,10.57914,85.682
All I Think About Is You,Harry Nilsson,1995,nan,245.89016,125.039
Atomic Garden (Album Version),Bad Religion,1995,nan,190.95465,176.949
A.I.R.,Anthrax,1985,nan,345.39057,197.811
Ancient Prophecies,Symphorce,2007,0.475172636,299.65016,120.03
Amazing Edward,Golden Bear,2006,nan,270.99383,141.18
A Wonderful Guy,Evelyn Knight,1993,0,180.76689,108.522
Autumn In New York,Oscar Peterson,1958,nan,236.06812,70.985
Anything For You,Jake Owen,2009,0.72005436,232.51546,130.157
Adulta Hieme - The Magnificence,Ephel Duath,2002,nan,440.71138,96.793
Angel (album version),The Corrs,2004,0.345802234,206.10567,85.062
A Year and Four Months,Charming,2001,nan,271.96036,130.019
Annie,Our Lady Peace,1999,nan,243.17342,165.333
A Jabo Thought,Plej,2005,0.474147941,309.08036,89.986
Autumn Nights,Al Turner,2008,0.265861049,257.90649,163.962
Alone Together,Wallace Roney,1999,nan,529.94567,135.925
All's Quiet On The Eastern Front,Beatnik Termites,2001,0.249065795,132.93669,192.107
Assemble The Empire,Sparta,2002,0.728811724,181.62893,147.122
Angel Eyes,Karrin Allyson,2002,0.567291262,289.77587,86.09
Annie,Wolfsheim,1991,nan,255.29424,103.419
An Octave of Shells,Yuichiro Fujimoto,2005,nan,267.33669,77.206
Arrived,Brand New Sin,2005,nan,189.98812,141.749
Area,The Futureheads,2005,0.561692411,162.5073,171.915
As It Should Be,Steve Wynn,1992,0,281.96526,106.476
Aft,Joanne Brackeen,1979,0.210209643,385.88036,73.358
Alien hip hop,Planet X,2007,0.696191058,433.68444,85.076
A Million Miles Away,MercyME,2004,nan,202.29179,91.997
André Face Au Miroir,ANJA GARBAREK,2005,0.565922056,102.47791,150.097
Almost Grown,Jesse Malin,2002,0.552547694,182.22975,137.672
Angel,Lost Tribe,1997,0.487112195,387.57832,135.036
A Parting Gesture,The Bluetones,1996,nan,250.93179,155.546
At Home He's A Tourist,Gang Of Four,1979,nan,210.05016,139.077
All I Really Want To Do,The Byrds,1965,nan,124.83873,123.538
Another Part Of Me,Michael Jackson,1987,0.773482741,226.61179,110.025
Ambiente y Presentación,Los Visitantes,1995,nan,66.0371,214.32
Animal Instincts,Kajagoogoo,1983,0,160.1824,163.253
Ad Astra Per Aspera,Acceptance,2005,0.766949368,79.80363,148.364
Adiós Papá,Los Ronaldos,1996,nan,235.78077,136.202
Annie,Attic Lights,2008,nan,153.05098,105.613
Al-Naafiysh (The Soul),Hashim,1984,0.736072021,170.68363,86.602
A Is To B As B Is To C,Boards of Canada,2002,0.671527653,100.72771,96.172
Arthur's Farewell,Jerry Goldsmith,1995,0.462379946,323.36934,107.545
Aim A Little Higher (Everything That's On My Mind Album Version),Charlie Peacock,1995,nan,242.72934,112.626
Amelia Minor,The Terrible Twos,2008,0.215080319,96.49587,97.44
Advertising Space,Robbie Williams,2005,0.668727273,277.52444,111.923
Around The Bend,The Asteroids Galaxy Tour,2008,0.770500725,228.20526,95.046
Are You Sure Hank Done It This Way?,Chuck Prophet,2010,nan,407.27465,171.893
A Quiet Deal,Thermostatic,2008,0.512118849,332.59057,112.996
Apollo Jump,Lucky Millinder,2003,0.5698184,202.70975,144.12
All Messed Up (Album Version),The Verlaines,2007,nan,209.3971,93.233
All Men Will Come To Him Who Keeps To The One,David Darling,2003,0.212045405,171.38893,33.786
As De Liefde Mar Blef Winnen,Daniël Lohues,2008,nan,176.03873,165.579
A Moment Lost,Enya,2005,0.739868606,189.36118,109.501
All About U,Classified,2006,0.668419993,272.90077,203.422
Are You Wasting My Time,The Louvin Brothers,1992,0.212045405,123.16689,130.244
A Traveling Song,Myracle Brah,2007,0,179.40853,116.159
Amigo,Seguridad Social,1993,nan,301.13914,142.163
As Long As I Got You,Laura Lee,2006,0,130.69016,99.919
A Boy Named Fly,Abydos,2004,nan,722.96444,80.016
'A città 'e Pulecenella,Neri Per Caso,2000,0,213.99465,180
Angel St,M People;Michaela Chiavarini;Robin Anderson;Mike Parlet;John 'Bay Boy' Noyce,1997,nan,523.59791,125.404
Afterthought of a Genius,Soilent Green,2001,0.454042766,220.13342,151.757
Agitator,Skeptics,1992,nan,402.54649,89.862
Allthegirls Reprise,Siriusmo,2008,0.377531645,57.88689,125.187
Awaiting The Dawn,Primordial,2001,0.497833215,300.12036,83.424
A Cold Apple,David Grubbs,2004,0.431394611,280.5024,160.332
Ansage WOF,Jürgen von der Lippe,2001,0.270775999,37.19791,114.192
After Me,Saliva,2001,0.626612803,234.44853,89.984
An Apology,Enduser,2006,0.480934213,330.37016,180.161
A kings Prayer,The Flower Kings,2007,0.549235794,334.57587,134.027
Alcoholiday,Teenage Fanclub,1991,0.605925117,326.94812,110.953
A Keg of Beer and an Accordion,Mccarthy Trenching,2008,nan,74.50077,91.324
Aart Attack,Acoustic Alchemy,2001,0.585979766,241.31873,165.991
Adios,De Saloon,2004,0.552539489,231.13098,86.144
A Blue Million Tears,Don Gibson,1991,nan,144.24771,111.865
Abraxas,THERION,2004,0.781519274,321.95873,119.776
Auferstehung,Absztrakkt & Roey Marquis II,2005,0.383934684,170.23955,81.418
Albion,Babyshambles,2005,0.675931331,324.91057,88.822
And General Robert E. Lee,Elliott Murphy,2008,nan,249.65179,147.445
A Mi Manera,KALIMBA,2009,0.392008771,497.26649,98.399
All I Do is Dream of You,Gene Kelly,1995,nan,189.09995,40.491
Anyway,Mr Lab!,2008,nan,217.67791,90.032
Am I A Fool,Sense Field,2001,0.473346541,181.86404,91.644
Atlantic City,Bruce Springsteen,1981,0.713682004,237.11302,108.627
Autokauf,Atze Schröder,2005,0.392008771,267.25832,125.612
Angel,Sarah McLachlan,1997,nan,349.1522,110.934
Alt feat. Blumentopf,Texta,2004,nan,257.64526,119.899
Anytime's the Time to Fall in Love,Casa Loma Orchestra,1930,nan,207.20281,156.698
Ambush (Album Version),Sepultura,1996,0.781422937,279.35302,92.483
André,Microfilm,2003,0.394394856,238.00118,155.223
Ashes To Ashes,Dying Passion,2007,nan,215.61424,100.104
Afrikus Retrospectus,Mandrill,1973,0.405115722,462.34077,117.473
And I've Seen A Bloody Shadow,Of Montreal,2008,0.8001489,143.51628,101.966
Aurevoir,Alif Tree,2009,nan,365.66159,109.983
A che ora è la fine del mondo? (It's the end of the world as we know it (and I feel fine)),Ligabue,1994,nan,260.38812,204.026
Adult World,Today Is The Day,1993,0.419674279,314.77506,146.29
Apartment Zero,Robert Hood,2000,0,321.82812,171.881
A Pound of Blues,Johnny Hodges_ His Orchestra,2003,nan,193.61914,131.513
A Crow Left Of The Murder,Incubus,2004,0.698398564,210.88608,90.471
Aural Prostitution,DJ Vadim,1996,nan,207.98649,173.65
Alone Again,Heir Apparent,1989,0.42920342,228.91057,115.9
A Medias De La Noche,Lucha Villa,2000,0,206.94159,91.676
Aurora Borealis,I Am The World Trade Center,2001,0.379523324,154.04363,100.312
Ausklang,Adversus,2003,0.605500504,75.85914,75.191
Android,Septic Flesh,1999,0.508289106,352.46975,70.049
Animals,Peace Love & Pitbulls,1994,0.299877488,237.92281,82.229
Así Baila El Pelicano,Tam Tam Go!,1990,0,194.16771,135.344
Angel In My Heart,Jump5,2002,0.609961321,224.46975,137.943
Am Stram Gram,Louis Lingg And The Bombs,2006,0.26376759,108.25098,199.823
Animal Hides,Dr. Syntax,2007,0.493626672,148.03546,186.213
Ah Oui Comme Ça,Chromeo,2004,0.638770661,320.9922,122.993
Among Two Storms,Rotting Christ,1997,0.580533703,247.97995,132.092
All Over,Supreme Love Gods,1992,0,229.17179,88.65
A Rest,Sightings,2007,0.425124658,184.42404,133.323
Állítsák meg a hintát,Pokolgép,2002,nan,270.602,129.7
Anyone,Weeping Tile,2001,0,193.43628,120.904
After All,Voivod,2006,0.489038209,267.54567,125.613
A Song For Sea Scouts,Echo Is Your Love,2002,0.471756483,282.17424,156.62
A Swingin Safari,Bert Kaempfert And His Orchestra,2003,nan,211.06893,144.217
Ayiko Bia,Osibisa,1971,0.427446571,474.5922,189.345
Ain't To Be F...ed With,MC Breed,1992,nan,263.81016,102.283
Alive For The First Time (Album Version),Danger Radio,2008,0.56056579,206.78485,90.038
Accra International Airport,Speedometer,2006,0.526529083,194.76853,201.438
Aventura De Mi Vida,Elsa Garcia,1996,0.565451012,189.23057,212.338
A Candle And Half A Pear,Max Richter,2009,0.505487343,107.93751,102.314
A Bee Fly,Negativland,1981,0.323112121,55.90159,158.542
A Man And A Half (LP Version),Wilson Pickett,1969,0,170.70975,114.443
All For Business,Byther Smith,2004,0.239907603,199.26159,109.414
Attack,Amduscia,2006,0.424090811,304.61342,129.987
A.M. Radio,The Court & Spark,2001,0.299877488,286.06649,100.825
Aztjaccadelhogy,Sub Bass Monster,2006,nan,48.71791,97.579
After The Rain,McCoy Tyner,1992,0.586449066,219.32363,77.238
Alright!,Red Aunts,1998,0.249065795,131.94404,152.317
Atmosphere Strut,Cloud One,1976,0.492299861,558.57587,116.939
Autopartio 525,Ne Luumaet,1999,0,120.94649,125.604
Abode,Azam Ali,2006,0.707873517,359.18322,115.409
Almost Easy (Album Version),Avenged Sevenfold,2008,0.596571198,233.03791,174.992
All I Need Is You,Miss Li,2007,0.608014705,111.72526,138.198
Abandoned,Chris Caffery,2005,0.38182685,507.34975,78.104
All Around (Bombay Dub Orchestra Mix),Bebel Gilberto,2005,0.345802234,324.28363,110.042
Amantes,Rocio Banquells,2008,nan,216.18893,119.426
A Thousand And One,Blessid Union Of Souls,2005,nan,245.44608,147.987
A Caress Of Stars,Tiamat,1992,0.578274893,322.24608,118.975
Almendra,Orquesta America,1997,nan,282.56608,89.445
Acceleration,Bill Nelson,1983,nan,393.7171,140.139
Alligators 427,Hubert Félix Thiéfaine,1979,0.454042766,412.47302,152.504
Alley Spying,Slim Twig,2009,0.355285536,113.162,92.749
A Chang (Album),Velocity Girl,1993,0.547952942,348.9171,80.94
Amor Marinero (Rosario),Macaco,2009,0.554282391,237.34812,77.884
Addicted,Kelly Clarkson,2004,0.814765233,236.25098,100.044
Ave Maria,Sol Invictus,1999,nan,206.96771,140.886
Amphetamine Logic,Sisters Of Mercy,1985,nan,291.52608,128.431
Angelene,PJ Harvey,1998,0.680477848,214.22975,122.278
Adieu False Heart (Album Version),Jolie Holland,2006,0.489174002,156.29016,114.652
Allah Ke Bande,Kailash Kher,2007,0.495175699,275.01669,97.99
Autumn,Bloodpit,2000,0.468997788,190.11873,167.777
As Long As I Have You,Little Walter,1990,nan,155.61098,100.342
A Million Miles Away,The Plimsouls,1983,nan,212.68853,156.514
Arrebato,2 Minutos,1994,nan,110.68036,196.402
A Reassuringly Dull Sunday (2003 Digital Remaster),Rain Tree Crow,1992,nan,82.1024,81.565
Août 92,Charts,1994,nan,135.36608,133.117
American Me Intro,C.L. Smooth,2006,nan,136.72444,86.965
Are You Magnetic?,Faker,2007,0.639015422,230.84363,137.944
Airhead,Thomas Dolby,1988,nan,291.68281,116.018
All I Need (edited album version),Fat Joe feat. Armageddon & Tony Sunshine,2002,nan,278.64771,170.625
Allí Estás Tú,Pastora Soler,2002,nan,231.26159,75.991
A Little Money Honey,Chris LeDoux,1986,nan,130.7424,184.468
Again To The End,Phil Kieran,2008,0,447.52934,122.987
Autumn Leaves,Eva Cassidy,1994,0.805669007,289.56689,74.131
A Room Of Our Own,Billy Joel,1982,0.49271364,250.122,105.864
Are We Doin It?,Moodlex,2004,nan,308.34893,129.961
Angel,Patsy Cline,1998,nan,148.13995,83.278
Acony Bell,Gillian Welch,1996,0.725261862,186.17424,146.821
All Night,Silkk The Shocker,1998,0,241.44934,195.837
Abeilles A.S.B.L.,Scratch Pet Land,2001,nan,140.87791,105.193
A Light,Nagisa Ni Te,2004,nan,341.60281,46.339
American Money,GANGgajang,1995,nan,225.69751,116.123
Aigrette,Hatfield And The North,1974,0.48306456,98.01098,71.333
All My Life,The Merseybeats,2002,0.212045405,149.68118,126.992
Alive,Ozzy Osbourne,2001,nan,293.92934,126.005
Armes Schwein,Loikaemie,2000,0.463489662,170.29179,196.529
